cluster,gene,cluster0,celltype
BMYO2,GPR87,BMYO2,Epithelial
BMYO2,HIBCH,BMYO2,Epithelial
BMYO2,IRX1,BMYO2,Epithelial
BMYO2,NEFM,BMYO2,Epithelial
BMYO2,PRNP,BMYO2,Epithelial
BMYO2,CNN1,BMYO2,Epithelial
BMYO2,TMEM237,BMYO2,Epithelial
BMYO2,FRMD6,BMYO2,Epithelial
BMYO2,ST8SIA2,BMYO2,Epithelial
BMYO2,COL17A1,BMYO2,Epithelial
BMYO2,INTU,BMYO2,Epithelial
BMYO2,CARMN,BMYO2,Epithelial
BMYO2,TFAP2C,BMYO2,Epithelial
BMYO2,LIMA1,BMYO2,Epithelial
BMYO2,STAC2,BMYO2,Epithelial
BMYO2,NRG1,BMYO2,Epithelial
BMYO2,HOMER1,BMYO2,Epithelial
BMYO2,MYLK,BMYO2,Epithelial
BMYO2,PFKFB2,BMYO2,Epithelial
BMYO2,MIA,BMYO2,Epithelial
BMYO2,TNS4,BMYO2,Epithelial
BMYO2,ALDH7A1,BMYO2,Epithelial
BMYO2,S100B,BMYO2,Epithelial
BMYO2,ARHGEF5,BMYO2,Epithelial
BMYO2,EGR2,BMYO2,Epithelial
BMYO2,STK17A,BMYO2,Epithelial
BMYO2,SLC2A12,BMYO2,Epithelial
BMYO2,NEXN,BMYO2,Epithelial
BMYO2,TMEM178A,BMYO2,Epithelial
BMYO2,LGALS7B,BMYO2,Epithelial
BMYO2,MGME1,BMYO2,Epithelial
BMYO2,LCA5,BMYO2,Epithelial
BMYO2,RNF43,BMYO2,Epithelial
BMYO2,SERPINB5,BMYO2,Epithelial
BMYO2,ISM1,BMYO2,Epithelial
BMYO2,IRX2,BMYO2,Epithelial
BMYO2,ANO1,BMYO2,Epithelial
BMYO2,CMYA5,BMYO2,Epithelial
BMYO2,GAN,BMYO2,Epithelial
BMYO2,KRT5,BMYO2,Epithelial
BMYO2,MIR205HG,BMYO2,Epithelial
BMYO2,FAM189A2,BMYO2,Epithelial
BMYO2,FAM83B,BMYO2,Epithelial
BMYO2,MBNL2,BMYO2,Epithelial
BMYO2,NRG2,BMYO2,Epithelial
BMYO2,NAP1L2,BMYO2,Epithelial
BMYO2,LAMA3,BMYO2,Epithelial
BMYO2,BEX2,BMYO2,Epithelial
BMYO2,NSG1,BMYO2,Epithelial
BMYO2,TES,BMYO2,Epithelial
BMYO2,AOPEP,BMYO2,Epithelial
BMYO2,ETF1,BMYO2,Epithelial
BMYO2,MINDY2,BMYO2,Epithelial
BMYO2,RIPK4,BMYO2,Epithelial
BMYO2,ARHGAP19,BMYO2,Epithelial
BMYO2,SRSF8,BMYO2,Epithelial
BMYO2,KIF5B,BMYO2,Epithelial
BMYO2,KRT14,BMYO2,Epithelial
BMYO2,CXCL14,BMYO2,Epithelial
BMYO2,TENM2,BMYO2,Epithelial
BMYO2,FZD8,BMYO2,Epithelial
BMYO2,SULF1,BMYO2,Epithelial
BMYO2,SCPEP1,BMYO2,Epithelial
BMYO2,ARHGEF35,BMYO2,Epithelial
BMYO2,ETV1,BMYO2,Epithelial
BMYO2,TRMT9B,BMYO2,Epithelial
BMYO2,HUNK,BMYO2,Epithelial
BMYO2,FBXW7,BMYO2,Epithelial
LASP1,S100A7,LASP1,Epithelial
LASP1,SERPINB3,LASP1,Epithelial
LASP1,SLC34A2,LASP1,Epithelial
LASP1,SERPINB4,LASP1,Epithelial
LASP1,RARRES1,LASP1,Epithelial
LASP1,IGFL1,LASP1,Epithelial
LASP1,ADGRF1,LASP1,Epithelial
LASP1,C1QL2,LASP1,Epithelial
LASP1,LCN2,LASP1,Epithelial
LASP1,FDCSP,LASP1,Epithelial
LASP1,MGAM2,LASP1,Epithelial
LASP1,SERPINB7,LASP1,Epithelial
LASP1,CYP24A1,LASP1,Epithelial
LASP1,S100A8,LASP1,Epithelial
LASP1,LINC00511,LASP1,Epithelial
LASP1,ASS1,LASP1,Epithelial
LASP1,MUC16,LASP1,Epithelial
LASP1,CCDC9B,LASP1,Epithelial
LASP1,SECTM1,LASP1,Epithelial
LASP1,PROM1,LASP1,Epithelial
LASP1,VNN3,LASP1,Epithelial
LASP1,S100A9,LASP1,Epithelial
LASP1,MARCO,LASP1,Epithelial
LASP1,PLEKHS1,LASP1,Epithelial
LASP1,CXCL17,LASP1,Epithelial
LASP1,DNTTIP1,LASP1,Epithelial
LASP1,AARD,LASP1,Epithelial
LASP1,CMPK1,LASP1,Epithelial
LASP1,SAA2,LASP1,Epithelial
LASP1,AC092821.3,LASP1,Epithelial
LASP1,ST8SIA1,LASP1,Epithelial
LASP1,HSD17B2,LASP1,Epithelial
LASP1,SOX10,LASP1,Epithelial
LASP1,CHI3L1,LASP1,Epithelial
LASP1,IKBKE,LASP1,Epithelial
LASP1,CHI3L2,LASP1,Epithelial
LASP1,PLA2R1,LASP1,Epithelial
LASP1,TFCP2L1,LASP1,Epithelial
LASP1,SLC26A2,LASP1,Epithelial
LASP1,SLC18B1,LASP1,Epithelial
LASP1,OLFM4,LASP1,Epithelial
LASP1,PDZK1IP1,LASP1,Epithelial
LASP1,SLC12A2,LASP1,Epithelial
LASP1,LTF,LASP1,Epithelial
LASP1,SOX9-AS1,LASP1,Epithelial
LASP1,SLC5A6,LASP1,Epithelial
LASP1,ROCR,LASP1,Epithelial
LASP1,AC015712.2,LASP1,Epithelial
LASP1,SLC39A8,LASP1,Epithelial
LASP1,PGBD5,LASP1,Epithelial
LASP1,FAH,LASP1,Epithelial
LASP1,KIT,LASP1,Epithelial
LASP1,NCCRP1,LASP1,Epithelial
LASP1,TTLL4,LASP1,Epithelial
LASP1,VNN1,LASP1,Epithelial
LASP1,SGPP2,LASP1,Epithelial
LASP1,KLK10,LASP1,Epithelial
LASP1,RASGEF1A,LASP1,Epithelial
LASP1,PTGES2,LASP1,Epithelial
LASP1,IL34,LASP1,Epithelial
LASP1,CYB5R2,LASP1,Epithelial
LASP1,TRIM2,LASP1,Epithelial
LASP1,CLDN8,LASP1,Epithelial
LASP1,AQP5,LASP1,Epithelial
LASP1,SBSN,LASP1,Epithelial
LASP1,STEAP3,LASP1,Epithelial
LASP1,PYGB,LASP1,Epithelial
LASP1,WFDC2,LASP1,Epithelial
LASP1,PRELID1,LASP1,Epithelial
LASP1,CEACAM1,LASP1,Epithelial
LASP1,MEAK7,LASP1,Epithelial
LASP1,GABRP,LASP1,Epithelial
LASP1,MELTF,LASP1,Epithelial
LASP1,EFNA5,LASP1,Epithelial
LASP1,MT-ND6,LASP1,Epithelial
LASP1,NPAS2,LASP1,Epithelial
LASP1,MALL,LASP1,Epithelial
LASP1,MUC20,LASP1,Epithelial
LASP1,ALDH1A3,LASP1,Epithelial
LASP1,TSPO,LASP1,Epithelial
LASP1,CARHSP1,LASP1,Epithelial
LASP1,CAPN1,LASP1,Epithelial
LASP1,TNFRSF11B,LASP1,Epithelial
LASP1,HEBP2,LASP1,Epithelial
LASP1,QDPR,LASP1,Epithelial
LASP1,GJB3,LASP1,Epithelial
LASP1,PI3,LASP1,Epithelial
LASP1,ATP6V1B2,LASP1,Epithelial
LASP1,CALML5,LASP1,Epithelial
LASP1,C9orf16,LASP1,Epithelial
LASP1,BBOX1,LASP1,Epithelial
LASP1,MESP1,LASP1,Epithelial
LASP1,DEFB1,LASP1,Epithelial
LASP1,SAA1,LASP1,Epithelial
LASP1,PPL,LASP1,Epithelial
LASP1,CBR3,LASP1,Epithelial
LASP1,SNHG29,LASP1,Epithelial
LASP1,MPV17L,LASP1,Epithelial
LASP1,FBXW5,LASP1,Epithelial
LASP1,SSBP1,LASP1,Epithelial
LASP2,KRTAP2-3,LASP2,Epithelial
LASP2,KLK7,LASP2,Epithelial
LASP2,SLC25A37,LASP2,Epithelial
LASP2,KRT16,LASP2,Epithelial
LASP2,ANXA11,LASP2,Epithelial
LASP2,KRT6B,LASP2,Epithelial
LASP2,SDCBP2,LASP2,Epithelial
LASP2,PPP1R14C,LASP2,Epithelial
LASP2,SLC5A1,LASP2,Epithelial
LASP2,RBPMS-AS1,LASP2,Epithelial
LASP2,BPGM,LASP2,Epithelial
LASP2,PTN,LASP2,Epithelial
LASP2,VNN1,LASP2,Epithelial
LASP2,TPT1-AS1,LASP2,Epithelial
LASP2,LIPH,LASP2,Epithelial
LASP2,NNT,LASP2,Epithelial
LASP2,SPOCD1,LASP2,Epithelial
LASP2,RNF114,LASP2,Epithelial
LASP2,HCAR2,LASP2,Epithelial
LASP2,CAST,LASP2,Epithelial
LASP2,LRRFIP2,LASP2,Epithelial
LASP2,ST6GALNAC5,LASP2,Epithelial
LASP2,TCN1,LASP2,Epithelial
LASP2,MELTF,LASP2,Epithelial
LASP2,KRT15,LASP2,Epithelial
LASP2,NFKBIZ,LASP2,Epithelial
LASP2,LIPG,LASP2,Epithelial
LASP2,KLK5,LASP2,Epithelial
LASP2,LINC02595,LASP2,Epithelial
LASP2,CAPN2,LASP2,Epithelial
LASP2,HEBP2,LASP2,Epithelial
LASP2,SDC4,LASP2,Epithelial
LASP2,HCAR1,LASP2,Epithelial
LASP2,LMTK3,LASP2,Epithelial
LASP2,YWHAH,LASP2,Epithelial
LASP2,GBP2,LASP2,Epithelial
LASP2,ST14,LASP2,Epithelial
LASP2,SLC28A3,LASP2,Epithelial
LASP2,FGGY,LASP2,Epithelial
LASP2,DTX2,LASP2,Epithelial
LASP2,SLPI,LASP2,Epithelial
LASP2,DSG3,LASP2,Epithelial
LASP2,KLK6,LASP2,Epithelial
LASP2,ANXA1,LASP2,Epithelial
LASP2,CMTM7,LASP2,Epithelial
LASP2,MARCKSL1,LASP2,Epithelial
LASP2,MFSD14C,LASP2,Epithelial
LASP2,KRT81,LASP2,Epithelial
LASP2,S100A6,LASP2,Epithelial
LASP2,FGFBP1,LASP2,Epithelial
LASP2,IFFO2,LASP2,Epithelial
LASP2,MAP7D1,LASP2,Epithelial
LASP2,CBX6,LASP2,Epithelial
LASP2,SERTAD2,LASP2,Epithelial
LASP2,NKX3-1,LASP2,Epithelial
LASP2,ZNF385C,LASP2,Epithelial
LASP2,DAPP1,LASP2,Epithelial
LASP2,NDRG2,LASP2,Epithelial
LASP2,PRPSAP1,LASP2,Epithelial
LASP2,ALDH1A3,LASP2,Epithelial
LASP2,ANKRD36C,LASP2,Epithelial
LASP2,SCGB2A1,LASP2,Epithelial
LASP2,BBOX1,LASP2,Epithelial
LASP2,PI3,LASP2,Epithelial
LASP2,TSLP,LASP2,Epithelial
LASP2,CTSV,LASP2,Epithelial
LASP2,ZFAND6,LASP2,Epithelial
LASP2,IL34,LASP2,Epithelial
LASP2,DENND2C,LASP2,Epithelial
LASP2,CLINT1,LASP2,Epithelial
LASP2,WFDC2,LASP2,Epithelial
LASP2,MAP3K8,LASP2,Epithelial
LASP2,ADAM9,LASP2,Epithelial
LASP2,PIM1,LASP2,Epithelial
LASP2,MRPS24,LASP2,Epithelial
LASP2,ABI1,LASP2,Epithelial
LASP2,KLK10,LASP2,Epithelial
LASP2,TIAM1,LASP2,Epithelial
LASP2,GLUD1,LASP2,Epithelial
LASP2,ATP1B1,LASP2,Epithelial
LASP2,HMGA1,LASP2,Epithelial
LASP2,SLC20A2,LASP2,Epithelial
LASP2,LOX,LASP2,Epithelial
LASP2,SESTD1,LASP2,Epithelial
LASP2,MAP3K13,LASP2,Epithelial
LASP2,IGF2BP2,LASP2,Epithelial
LASP2,DSC3,LASP2,Epithelial
LASP2,GIPC1,LASP2,Epithelial
LASP2,STX12,LASP2,Epithelial
LASP2,TMEM41A,LASP2,Epithelial
LASP2,DSG2,LASP2,Epithelial
LASP2,PLEC,LASP2,Epithelial
LASP2,SRPK1,LASP2,Epithelial
LASP2,ANKLE2,LASP2,Epithelial
LASP2,GSTA1,LASP2,Epithelial
LASP2,IL20,LASP2,Epithelial
LASP2,LINC00342,LASP2,Epithelial
LASP2,SAA4,LASP2,Epithelial
LASP2,MACC1,LASP2,Epithelial
LASP2,IQCG,LASP2,Epithelial
LASP3,SMS,LASP3,Epithelial
LASP3,CMPK1,LASP3,Epithelial
LASP3,IQCG,LASP3,Epithelial
LASP3,LINC01198,LASP3,Epithelial
LASP3,RPL36,LASP3,Epithelial
LASP3,HADH,LASP3,Epithelial
LASP3,RPS19,LASP3,Epithelial
LASP3,C5orf46,LASP3,Epithelial
LASP3,SNHG29,LASP3,Epithelial
LASP3,RPS18,LASP3,Epithelial
LASP3,COBL,LASP3,Epithelial
LASP3,RPS21,LASP3,Epithelial
LASP3,RPLP0,LASP3,Epithelial
LASP3,PGBD5,LASP3,Epithelial
LASP3,SLC6A14,LASP3,Epithelial
LASP3,RPL12,LASP3,Epithelial
LASP3,RAP2B,LASP3,Epithelial
LASP3,RPS28,LASP3,Epithelial
LASP3,MTHFD2L,LASP3,Epithelial
LASP3,RPL29,LASP3,Epithelial
LASP3,RPL13,LASP3,Epithelial
LASP3,RPS6,LASP3,Epithelial
LASP3,PDZK1IP1,LASP3,Epithelial
LASP3,YWHAH,LASP3,Epithelial
LASP3,RACK1,LASP3,Epithelial
LASP3,TPT1-AS1,LASP3,Epithelial
LASP3,CLDN1,LASP3,Epithelial
LASP3,CYP24A1,LASP3,Epithelial
LASP3,RPL39,LASP3,Epithelial
LASP3,RPS24,LASP3,Epithelial
LASP3,CXCL17,LASP3,Epithelial
LASP3,EEF1G,LASP3,Epithelial
LASP3,INAVA,LASP3,Epithelial
LASP3,APCDD1L-DT,LASP3,Epithelial
LASP3,APOBEC3B,LASP3,Epithelial
LASP3,CHI3L2,LASP3,Epithelial
LASP3,PDLIM5,LASP3,Epithelial
LASP3,IGF2BP2,LASP3,Epithelial
LASP3,RPL31,LASP3,Epithelial
LASP3,RPL37,LASP3,Epithelial
LASP3,RPS5,LASP3,Epithelial
LASP3,HEBP2,LASP3,Epithelial
LASP3,RPS2,LASP3,Epithelial
LASP3,RPS15,LASP3,Epithelial
LASP3,DEFB1,LASP3,Epithelial
LASP3,RPL17,LASP3,Epithelial
LASP3,NACA,LASP3,Epithelial
LASP3,AC015712.2,LASP3,Epithelial
LASP3,PPP2R5B,LASP3,Epithelial
LASP3,GIPC1,LASP3,Epithelial
LASP3,SLC20A2,LASP3,Epithelial
LASP3,MRPS24,LASP3,Epithelial
LASP3,RPL18,LASP3,Epithelial
LASP3,COX4I1,LASP3,Epithelial
LASP3,MAP3K13,LASP3,Epithelial
LASP3,RPS14,LASP3,Epithelial
LASP3,RPL36A,LASP3,Epithelial
LASP3,RPL18A,LASP3,Epithelial
LASP3,RPS9,LASP3,Epithelial
LASP3,RPS23,LASP3,Epithelial
LASP3,RPL26,LASP3,Epithelial
LASP3,RPL11,LASP3,Epithelial
LASP3,ACTR3B,LASP3,Epithelial
LASP3,RPL37A,LASP3,Epithelial
LASP3,RPL14,LASP3,Epithelial
LASP3,RPL32,LASP3,Epithelial
LASP3,RPL3,LASP3,Epithelial
LASP3,SAR1B,LASP3,Epithelial
LASP3,RPS8,LASP3,Epithelial
LASP3,CCL28,LASP3,Epithelial
LASP3,RPL35,LASP3,Epithelial
LASP3,RPL34,LASP3,Epithelial
LASP3,SDC1,LASP3,Epithelial
LASP3,RPS3A,LASP3,Epithelial
LASP3,DNTTIP1,LASP3,Epithelial
LASP3,NSFL1C,LASP3,Epithelial
LASP3,TTYH1,LASP3,Epithelial
LASP3,DSC2,LASP3,Epithelial
LASP3,PFDN4,LASP3,Epithelial
LASP3,TGFA,LASP3,Epithelial
LASP3,DUSP14,LASP3,Epithelial
